article_id,ticker,company,headline,source,url,published_at,seen_at,source_timestamp,trading_date,timestamp_basis,gkg_record_id,company_match_reason,finbert_label,finbert_confidence,sentiment_score,human_label,human_notes
feac7dda194244f5340135ec26b9e055779c6758,LT.NS,Larsen & Toubro,L&T Construction bags significant order for its Buildings & Factories business from HITES,financialexpress.com,https://www.financialexpress.com/business/industry-lt-construction-bags-significant-order-for-its-buildings-factories-business-from-hites-3359344,2024-01-09T10:44:00+05:30,2024-01-09T13:45:00+05:30,20240109081500,2024-01-09,publisher_published_at,20240109081500-80,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Construction Buildings & Factories division secures major contract from HITES to build AIIMS Rewari.
83bb2cd7ce8b653ff1c0fb5b7c17d41e805d70d5,LT.NS,Larsen & Toubro,"L&T Share Price: ढहते मार्केट में शेयर एक साल के हाई पर, अब मुनाफे के लिए ऐसे बनाएं स्ट्रैटेजी",moneycontrol.com,https://hindi.moneycontrol.com/news/markets/what-should-investors-do-after-lt-share-price-jumps-to-52-week-high-on-ubs-upgrade-check-target-price-1704731.html,,2024-01-08T17:15:00+05:30,20240108114500,2024-01-09,gdelt_gkg_observation,20240108114500-T971,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Brokerage target price analysis and investment strategy for L&T stock.
8cb0eadb8576c523677ce04c4ed88bbca0e651fb,LT.NS,Larsen & Toubro,L&T zooms to new 52-week high on wining order to build AIIMs in Haryana,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/lt-zooms-to-new-52-wek-high-on-wining-order-to-build-aiims-in-haryana-12021531.html,,2024-01-09T12:30:00+05:30,20240109070000,2024-01-09,gdelt_gkg_observation,20240109070000-336,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T stock surges to new 52-week high on bagging AIIMS Haryana hospital construction contract.
ec6314b9550bcc2e1313a691360bc169ca74588c,LT.NS,Larsen & Toubro,Indore: IMC To Write To L&T Director Over Slow Pace Of Water-related Projects,freepressjournal.in,https://www.freepressjournal.in/indore/indore-imc-to-write-to-lt-director-over-slow-pace-of-water-related-projects,2024-01-10T00:09:00+05:30,2024-01-10T00:30:00+05:30,20240109190000,2024-01-10,publisher_published_at,20240109190000-566,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Municipal corporation notice and project execution review regarding L&T water infrastructure project in Indore.
cf440ccb91dfb45f17c3d6e07c51871a8873b329,LT.NS,Larsen & Toubro,L&T bags contract to construct AIIMS building in Haryana,dailyexcelsior.com,https://www.dailyexcelsior.com/lt-bags-contract-to-construct-aiims-building-in-haryana,2024-01-10T00:13:00+05:30,2024-01-10T00:45:00+05:30,20240109191500,2024-01-10,publisher_published_at,20240109191500-25,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T awarded government EPC contract to construct AIIMS Rewari medical campus.
975652220cde99a8ae11f39f98ec6a19ed8c0056,LT.NS,Larsen & Toubro,L&T's Algeria project derailed after BRICS 'snub',livemint.com,https://www.livemint.com/companies/news/lts-algeria-project-derailed-after-brics-snub-11704818955247.html,,2024-01-10T12:30:00+05:30,20240110070000,2024-01-10,gdelt_gkg_observation,20240110070000-262,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Geopolitical impact on L&T's international railway/infrastructure project execution in Algeria.
9652f4b3d859e8e910fc03df14ae56307a81ec82,LT.NS,Larsen & Toubro,Nexus Select Trust to buy 3 malls in Hyderabad from L&T for $300-350 million,thehindubusinessline.com,https://www.thehindubusinessline.com/companies/nexus-select-trust-to-buy-3-malls-in-hyderabad-from-lt-for-300-350-million/article67730722.ece,2024-01-11T20:39:00+05:30,2024-01-11T22:45:00+05:30,20240111171500,2024-01-12,publisher_published_at,20240111171500-1652,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T asset monetization: Nexus Select Trust negotiates acquisition of 3 Hyderabad transit malls from L&T.
f5538ef229dfed84d8b69314def335eee757159d,LT.NS,Larsen & Toubro,"Stock recommendations by analyst for January 15, 2024: BoI, L&T and Sonata Software",businesstoday.in,https://www.businesstoday.in/visualstories/stock/stock-recommendations-by-analyst-for-january-15-2024-boi-lt-and-sonata-software-88538-15-01-2024,2024-01-15T06:33:00+05:30,2024-01-15T07:30:00+05:30,20240115020000,2024-01-15,publisher_published_at,20240115020000-54,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Technical analyst recommendation and target price for L&T stock.
c60ede42aff4f14ab7462d6d6ff769e164e4e2cf,LT.NS,Larsen & Toubro,L&T Infotech Recruits for Test Sepcialist,thfire.com,https://www.thfire.com/job-opportunities/jobs-in-india/lt-infotech-recruits-for-test-sepcialist-369,,2024-01-13T09:15:00+05:30,20240113034500,2024-01-15,gdelt_gkg_observation,20240113034500-164,Direct headline match with company alias,,,,NOT_RELEVANT,Generic automated job hiring notice; no economically meaningful corporate or financial content.
508adcf0ce8ab9296e552b5ca6a4fd194c95ea16,LT.NS,Larsen & Toubro,L&T bags order for bullet train project,businessinsider.in,https://www.businessinsider.in/india/news/lt-bags-order-for-bullet-train-project/articleshow/106888905.cms,2024-01-16T11:52:00+05:30,2024-01-16T14:45:00+05:30,20240116091500,2024-01-16,publisher_published_at,20240116091500-1052,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Railways strategic business unit secures mega contract for Mumbai-Ahmedabad high-speed rail.
de29c8d01636a991e7a3aa27b490a978a554c0d4,LT.NS,Larsen & Toubro,L&T Zooms Ahead with Bullet Train Order,indiainfoline.com,https://www.indiainfoline.com/article/news-top-story/l-t-zooms-ahead-with-bullet-train-order-1705390325075_1.html,,2024-01-16T14:15:00+05:30,20240116084500,2024-01-16,gdelt_gkg_observation,20240116084500-177,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T stock and order book expansion following bullet train electrification contract win.
91702ceac4241393a032aefb8392a1d7a3c9a691,LT.NS,Larsen & Toubro,l&t technology services shares: L&T Technology Services: Bullish to sideways,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/lt-technology-services-bullish-to-sideways/articleshow/106884579.cms,,2024-01-16T10:15:00+05:30,20240116044500,2024-01-16,gdelt_gkg_observation,20240116044500-645,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Technical analysis on L&T Technology Services (LTTS listed subsidiary).
0176d9add84dae23f53ec074026379494c2dfff9,LT.NS,Larsen & Toubro,L&T bags order for bullet train project,indiatimes.com,https://economictimes.indiatimes.com/industry/indl-goods/svs/engineering/lt-bags-order-for-bullet-train-project/articleshow/106889741.cms,,2024-01-16T12:45:00+05:30,20240116071500,2024-01-16,gdelt_gkg_observation,20240116071500-778,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,High-speed rail electrification EPC order secured by Larsen & Toubro.
9c5160d1b60b3852191f79ec5f52ac0997a6c08b,LT.NS,Larsen & Toubro,"Q3 results today: HDFC Bank, ICICI Lombard, L&T Technology among 31 companies to announce Q3FY24 earnings today",livemint.com,https://www.livemint.com/companies/company-results/q3-results-today-hdfc-bank-icici-lombard-l-t-technology-among-31-companies-to-announce-q3fy24-earnings-today-11705368670107.html,,2024-01-16T09:30:00+05:30,20240116040000,2024-01-16,gdelt_gkg_observation,20240116040000-632,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Earnings calendar for L&T Technology Services subsidiary Q3 financial results.
467794f835942b428144e8b0f46521a7bfcb4d79,LT.NS,Larsen & Toubro,L&T Technology Services Reports Growth in Q3FY24,pc-tablet.co.in,https://www.pc-tablet.co.in/lt-technology-services-reports-growth-in-q3fy24/5036,2024-01-16T18:39:00+05:30,2024-01-16T21:15:00+05:30,20240116154500,2024-01-17,publisher_published_at,20240116154500-1311,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Q3 financial earnings performance and revenue growth of L&T Technology Services.
8ef2d59f21d18ba4d5387f709eafb0118ab41314,LT.NS,Larsen & Toubro,Broker's Call: L&T (Outperform) - The Hindu BusinessLine,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/brokers-call-lt-outperform/article67745776.ece,2024-01-16T21:08:00+05:30,2024-01-17T01:30:00+05:30,20240116200000,2024-01-17,publisher_published_at,20240116200000-489,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Brokerage recommendation upgrading Larsen & Toubro to Outperform rating.
4915b1b49ca66e28e70eec0b7080d629e2f416c8,LT.NS,Larsen & Toubro,"Stocks To watch: HDFC Bank, Adani Green, L&T Technology, IREDA, GMR Airports, RVNL, PNC Infratech",financialexpress.com,https://www.financialexpress.com/market/stocks-to-watch-hdfc-bank-adani-green-lampt-technology-ireda-gmr-airports-rvnl-pnc-infratech-3366519,2024-01-17T06:30:00+05:30,2024-01-17T08:30:00+05:30,20240117030000,2024-01-17,publisher_published_at,20240117030000-658,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Market watchlist highlighting L&T Technology Services ahead of earnings.
c024a541349113f3caadeb35a4dedf47db4ad9ea,LT.NS,Larsen & Toubro,"L&T bags contract worth over ₹1,000 crore; stock rises - The Hindu BusinessLine",thehindubusinessline.com,https://www.thehindubusinessline.com/markets/lt-bags-contract-worth-over-1000-crore-stock-rises/article67747435.ece,2024-01-17T10:53:00+05:30,2024-01-17T12:15:00+05:30,20240117064500,2024-01-17,publisher_published_at,20240117064500-1162,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,"L&T stock advances after securing major EPC contracts exceeding Rs 1,000 crore."
92906401c1a61a0a57228c505f85165d07c6345c,LT.NS,Larsen & Toubro,Mumbai-Ahmedabad bullet train project | Larsen & Toubro to build high-speed electrification system for Mumbai-Ahmedabad bullet train project,telegraphindia.com,https://www.telegraphindia.com/feeds/business/larsen-toubro-to-build-high-speed-electrification-system-for-mumbai-ahmedabad-bullet-train-project/cid/1994309,,2024-01-17T13:45:00+05:30,20240117081500,2024-01-17,gdelt_gkg_observation,20240117081500-722,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Larsen & Toubro signs formal contract for 508 km bullet train traction power & electrification.
da219a64e886ac285e9db6ef43a9f6de62248967,LT.NS,Larsen & Toubro,L&T Tech logs 13% y-o-y rise in Q3 net profit at Rs 336 crore,indiainfoline.com,https://www.indiainfoline.com/article/news-top-story/l-t-tech-logs-y-o-y-rise-in-q-net-profit-at-rs-crore-1705476355879_1.html,,2024-01-17T14:15:00+05:30,20240117084500,2024-01-17,gdelt_gkg_observation,20240117084500-214,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,L&T Technology Services Q3 net profit surges 13% YoY to Rs 336 crore.
44b79f68f98b43122c4eb713d8110c5ebf43c41b,LT.NS,Larsen & Toubro,L&T Technology Inde maintient ses prévisions pour l'ensemble de l'année après que toutes ses unités aient affiché une croissance au troisième trimestre,zonebourse.com,https://www.zonebourse.com/cours/action/INFOSYS-LIMITED-9743342/actualite/L-T-Technology-Inde-maintient-ses-previsions-pour-l-ensemble-de-l-annee-apres-que-toutes-ses-unit-45747079,,2024-01-16T17:45:00+05:30,20240116121500,2024-01-17,gdelt_gkg_observation,20240116121500-T2866,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,French wire coverage of L&T Technology Services maintaining full-year revenue guidance.
64775e38e6aa7423b841a3927495886483bb35f3,LT.NS,Larsen & Toubro,"Stocks in news: Stocks in news: Asian Paints, LTIMindtree, HDFC Bank, L&T Tech, ICICI Lombard",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-asian-paints-ltimindtree-hdfc-bank-lt-tech-icici-lombard/articleshow/106905435.cms,,2024-01-17T06:30:00+05:30,20240117010000,2024-01-17,gdelt_gkg_observation,20240117010000-45,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Morning market watchlist featuring L&T group technology subsidiaries LTIMindtree and LTTS.
e852805c6351a3ed1e196438562621e2e4b7a838,LT.NS,Larsen & Toubro,L&T rises as its construction arm secures contract for Buildings & Factories business,udaipurkiran.com,https://udaipurkiran.com/lt-rises-as-its-construction-arm-secures-contract-for-buildings-factories-business,,2024-01-17T13:15:00+05:30,20240117074500,2024-01-17,gdelt_gkg_observation,20240117074500-512,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Parent L&T shares rise on order inflows across commercial and institutional buildings verticals.
39c31c5262577ae7fa6118a1a15ca52147b50637,LT.NS,Larsen & Toubro,L&T Technology Services: Too bold to handle?,livemint.com,https://www.livemint.com/market/mark-to-market/lt-technology-services-too-bold-to-handle-11705465772663.html,,2024-01-17T12:30:00+05:30,20240117070000,2024-01-17,gdelt_gkg_observation,20240117070000-1214,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Analyst commentary on ambitious $2 billion revenue run-rate target for LTTS.
263eed01d1ddab416b933df5c46ba45e46038c46,LT.NS,Larsen & Toubro,"Larsen and Toubro Technology Services (LTTS): L&T Technology Services Q3 results: Net profit up 13%, reaffirms guidance",indiatimes.com,https://economictimes.indiatimes.com/tech/technology/ltts-q3-net-profit-up-13-reaffirms-guidance/articleshow/106901997.cms,,2024-01-16T18:45:00+05:30,20240116131500,2024-01-17,gdelt_gkg_observation,20240116131500-1003,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,LTTS Q3 earnings and annual operational guidance reaffirmation.
edf8a03b90367d73d6a3c557db0015b3c0f92aec,LT.NS,Larsen & Toubro,L&T Witnesses Stock Surge After Impressive 12% Revenue Increase in Q3FY24,outlookindia.com,https://business.outlookindia.com/markets/lt-witnesses-stock-surge-after-impressive-12-revenue-increase-in-q3fy24,,2024-01-17T13:00:00+05:30,20240117073000,2024-01-17,gdelt_gkg_observation,20240117073000-277,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T share price increases following robust operational revenue growth.
81da759e9a244a95030c2a36ad72d1144fa97abd,LT.NS,Larsen & Toubro,"Ahead Of Inauguration In Ayodhya, Shares Of Ram Mandir Maker L&T Soar To An All Time High",indiatimes.com,https://www.indiatimes.com/worth/news/lt-shares-all-time-high-ram-mandir-inauguration-625455.html,,2024-01-17T12:00:00+05:30,20240117063000,2024-01-17,gdelt_gkg_observation,20240117063000-404,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T stock surges to all-time high amidst national focus on Ram Mandir inauguration.
eacae7b904a201414e21f04ebc1443ef024592c5,LT.NS,Larsen & Toubro,"F&O stocks to buy today: L&T, Coal India among top 8 trading ideas for 17 January 2024",indiatimes.com,https://economictimes.indiatimes.com/markets/options/fo-stocks-to-buy-today-lt-coal-india-among-top-8-trading-ideas-for-17-january-2024/articleshow/106914512.cms,,2024-01-17T10:00:00+05:30,20240117043000,2024-01-17,gdelt_gkg_observation,20240117043000-1264,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Derivatives strategy and buy recommendation for L&T futures.
66363f84897bc6b7470f422a6553f037cc2ddec9,LT.NS,Larsen & Toubro,Red Sea crisis a storm for L&T?,livemint.com,https://www.livemint.com/market/mark-to-market/red-sea-crisis-a-storm-for-lt-11705397113869.html,,2024-01-16T19:15:00+05:30,20240116134500,2024-01-17,gdelt_gkg_observation,20240116134500-534,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,Freight rate and supply chain impact of Red Sea shipping disruptions on L&T export and EPC execution.
155f6ba6c0cd24c0aa7473b2449dd99a0adc94ef,LT.NS,Larsen & Toubro,L&T Tech's revenue rises 11% in December quarter,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/lt-techs-revenue-rises-11-in-december-quarter/articleshow/106911539.cms,,2024-01-17T08:45:00+05:30,20240117031500,2024-01-17,gdelt_gkg_observation,20240117031500-354,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Quarterly revenue growth analysis for L&T Technology Services.
59123218af390329fd7a5641170d4eb7c838be28,LT.NS,Larsen & Toubro,S. Korea's retail giants ignite L&T contest at Gimpo,trbusiness.com,https://www.trbusiness.com/regional-news/asia-pacific/s-koreas-retail-giants-ignite-lt-contest-at-gimpo/247324,,2024-01-17T05:45:00+05:30,20240117001500,2024-01-17,gdelt_gkg_observation,20240117001500-290,Direct headline match with company alias,,,,NOT_RELEVANT,False positive collision: 'L&T' refers to Korean duty-free 'Liquor & Tobacco' concession at Gimpo Airport.
9de8a2c270d2bbba699bbb4ec11017dbbc1c037b,LT.NS,Larsen & Toubro,"hdfc bank shares: Hot Stocks: Brokerages view on HDFC Bank, L&T Tech, ICICI Lombard and GAIL India",indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-brokerages-view-on-hdfc-bank-lt-tech-icici-lombard-and-gail-india/articleshow/106915257.cms,,2024-01-17T10:30:00+05:30,20240117050000,2024-01-17,gdelt_gkg_observation,20240117050000-677,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Brokerage target price updates for L&T Technology Services.
7a4e0f8a56576cfc603fb0e0f615853a0cfca531,LT.NS,Larsen & Toubro,Buy Larsen and Toubro Technology Services; target of Rs 6220: Motilal Oswal,moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/buy-larsen-and-toubro-technology-services-target-of-rs-6220-motilal-oswal-12068281.html,,2024-01-17T13:30:00+05:30,20240117080000,2024-01-17,gdelt_gkg_observation,20240117080000-924,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,"Motilal Oswal institutional buy recommendation on LTTS with target of Rs 6,220."
c9c6c9e62483231d50c74e3230e4f668d94f3ea7,LT.NS,Larsen & Toubro,L&T Tech Q3 Results: Net profit rises 13% YoY to Rs 336 crore,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/earnings/lt-tech-q3-results-net-profit-rises-13-yoy-to-rs-336-crore/articleshow/106897626.cms,,2024-01-16T16:30:00+05:30,20240116110000,2024-01-17,gdelt_gkg_observation,20240116110000-669,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Q3 financial earnings performance for L&T Technology Services.
f13b7ab6f0d478d1f598896e0ac7a4028698cd6c,LT.NS,Larsen & Toubro,L&T Tech Q3 results: Net profit jumps 13% YoY to Rs 336 crore; revenue up 12%,businesstoday.in,https://www.businesstoday.in/markets/company-stock/story/lt-tech-q3-results-net-profit-jumps-13-yoy-to-rs-336-crore-revenue-up-12-413551-2024-01-16,,2024-01-16T18:00:00+05:30,20240116123000,2024-01-17,gdelt_gkg_observation,20240116123000-1300,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Detailed earnings breakdown for LTTS.
7a9aa102810fd1eed8fad0d185bf951043bab8ce,LT.NS,Larsen & Toubro,"L&T Tech Q3 results: Net profit jumps 13% YoY to Rs 336 crore, revenue up 12%",moneycontrol.com,https://www.moneycontrol.com/news/business/earnings/lt-tech-q3-results-net-profit-comes-in-at-rs-336-crore-meats-estimates-12061431.html,,2024-01-16T16:30:00+05:30,20240116110000,2024-01-17,gdelt_gkg_observation,20240116110000-1047,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Earnings summary for L&T Technology Services.
d9d94921dfea3e51277dc34646a78f4ceea438c8,LT.NS,Larsen & Toubro,Q3FY24 Review: L&T Tech Services: Muted quarter; Q4 outlook to ensure strong exit,indiainfoline.com,https://www.indiainfoline.com/article/news-top-story/q-fy-review-l-t-tech-services-muted-quarter-q-outlook-to-ensure-strong-exit-1705474264425_1.html,,2024-01-17T14:15:00+05:30,20240117084500,2024-01-17,gdelt_gkg_observation,20240117084500-420,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Institutional equity research review on LTTS.
25556b049d2fe56d28742829f5d943cdeb6a85b5,LT.NS,Larsen & Toubro,L&T Technology Services Q3 FY24 Results Live: Profit Rises by 13.27% YoY,livemint.com,https://www.livemint.com/companies/company-results/lt-technology-services-q3-fy24-results-live-profit-rises-by-13-27-yoy-11705524397254.html,,2024-01-18T05:00:00+05:30,20240117233000,2024-01-18,gdelt_gkg_observation,20240117233000-1890,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Live earnings coverage of LTTS Q3 results.
ae4936d9e204d67e0ad17999033ce39c24d1f5b9,LT.NS,Larsen & Toubro,Larsen Toubro Infotech präsentierte das Zahlenwerk zum abgelaufenen Jahresviertel,finanzen.net,https://www.finanzen.net/nachricht/aktien/larsen-toubro-infotech-praesentierte-das-zahlenwerk-zum-abgelaufenen-jahresviertel-13186393,,2024-01-18T11:45:00+05:30,20240118061500,2024-01-18,gdelt_gkg_observation,20240118061500-T1926,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,German market wire on quarterly earnings results of L&T Infotech (LTIMindtree).
5bd5028dc63a46860a56e001970da6ad5169b21d,LT.NS,Larsen & Toubro,"Hot Stocks: Welspun, Apollo Hospitals, L&T Finance may deliver up to 14% in short term",moneycontrol.com,https://www.moneycontrol.com/news/business/markets/hot-stocks-welspun-apollo-hospitals-lt-finance-may-deliver-up-to-14-in-short-term-12072631.html,,2024-01-18T06:45:00+05:30,20240118011500,2024-01-18,gdelt_gkg_observation,20240118011500-1545,Direct headline match with company alias,,,,INDIRECTLY_RELEVANT,Technical trading recommendation on L&T Finance subsidiary.
00338ec6a9b7d198f4a71c764954fdf4e0dd5bc0,LT.NS,Larsen & Toubro,L&T wins contract for new mixed-use project in Oman,tradearabia.com,http://tradearabia.com/news/CONS_417945.html,,2024-01-19T05:00:00+05:30,20240118233000,2024-01-19,gdelt_gkg_observation,20240118233000-1882,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,L&T Buildings & Factories business secures EPC contract for mixed-use development in Oman.
00c30cc5315e7892ad07603125f6c6c12c612283,LT.NS,Larsen & Toubro,Vigilance probe holds L&T responsible for Medigadda Barrage damage,thehindu.com,https://www.thehindu.com/news/national/telangana/vigilance-probe-holds-lt-responsible-for-medigadda-barrage-damage/article67760509.ece,2024-01-20T22:20:00+05:30,2024-01-20T22:45:00+05:30,20240120171500,2024-01-22,publisher_published_at,20240120171500-473,Direct headline match with company alias,,,,DIRECTLY_RELEVANT,State vigilance investigation into structural sinking of Medigadda barrage constructed by L&T.
